sequence_id,pattern_type,memory_history_length,page_sequence_length,current_memory_pressure,next_page_faults,next_page_faults_normalized,pattern_confidence,memory_stability,historical_accuracy
locality_192,locality,64,64,0.19043731689453125,6700704,0.9572434285714285,0.75,0.709859637282171,0.6932918451094062
random_39,random,36,36,0.23047685623168945,6639882,0.9485545714285715,0.35,0.7707279807689703,0.6260252954579242
random_63,random,29,29,0.19940829277038574,6530978,0.9329968571428572,0.35,0.778004206087046,0.7852592636410619
sequential_150,sequential,39,39,0.206512451171875,6657574,0.951082,0.85,0.8375086345542813,0.6529849524795334
sequential_129,sequential,48,48,0.22452139854431152,6735643,0.9622347142857143,0.85,0.744165949268809,0.7054898449760194
random_113,random,21,21,0.1907714605331421,6531257,0.9330367142857143,0.35,0.8322024648857002,0.6287521900580508
random_183,random,31,31,0.2412550449371338,6706502,0.9580717142857142,0.35,0.7493976767041808,0.7767351738261304
sequential_174,sequential,52,52,0.21466505527496338,6641710,0.9488157142857143,0.85,0.8997543495023824,0.6335987259522959
sequential_203,sequential,44,44,0.23049700260162354,6542689,0.9346698571428571,0.85,0.8154605295947424,0.6928422545643919
mixed_141,mixed,43,43,0.22597229480743408,6538873,0.9341247142857143,0.65,0.721947212633233,0.7642514795923215
locality_131,locality,67,67,0.19315850734710693,6722154,0.9603077142857143,0.75,0.8230176742068562,0.6344169866729629
locality_182,locality,52,52,0.2275552749633789,6685143,0.9550204285714285,0.75,0.713482931826219,0.7352754279092142
sequential_45,sequential,53,53,0.23063158988952637,6671482,0.9530688571428572,0.85,0.8550896549385133,0.753188479586264
locality_146,locality,66,66,0.2082575559616089,6768447,0.966921,0.75,0.7181603852383698,0.7624237708703501
sequential_73,sequential,30,30,0.2477881908416748,6668943,0.9527061428571428,0.85,0.7393649521251835,0.7004221944227995
sequential_91,sequential,44,44,0.23189544677734375,6625185,0.946455,0.85,0.8521691302433662,0.6136040223012583
mixed_164,mixed,40,40,0.2317105531692505,6620416,0.9457737142857143,0.65,0.8404478545649579,0.7660431528925818
sequential_23,sequential,42,42,0.24521136283874512,6559681,0.9370972857142857,0.85,0.7162383400912296,0.6890374918630465
locality_191,locality,55,55,0.2487720251083374,6579179,0.9398827142857142,0.75,0.8433902438369252,0.7522604578545423
locality_78,locality,53,53,0.23231422901153564,6573635,0.9390907142857143,0.75,0.8272748717066539,0.7688102188785833
mixed_147,mixed,36,36,0.21032333374023438,6616495,0.9452135714285714,0.65,0.897071983522164,0.7815163581551603
random_95,random,35,35,0.1916646957397461,6657889,0.951127,0.35,0.7146395486225035,0.6138724447261157
sequential_102,sequential,59,59,0.20072972774505615,6673256,0.9533222857142857,0.85,0.8879805797671823,0.7185504446076905
mixed_58,mixed,38,38,0.2235405445098877,6688966,0.9555665714285714,0.65,0.7564012978610152,0.6231215013217506
mixed_85,mixed,45,45,0.2233504056930542,6538164,0.9340234285714286,0.65,0.7039488784823161,0.7384938798413176
random_215,random,22,22,0.1965411901473999,6495684,0.9279548571428572,0.35,0.7373285795126314,0.695572275450581
locality_235,locality,39,39,0.23432719707489014,6717676,0.959668,0.75,0.7283787174588356,0.6641530221248051
sequential_196,sequential,37,37,0.24660730361938477,6704138,0.957734,0.85,0.7182473070192138,0.7938522862777666
sequential_55,sequential,31,31,0.20422077178955078,6589669,0.9413812857142857,0.85,0.776593042813803,0.7156885494427396
random_89,random,32,32,0.20607125759124756,6637801,0.9482572857142857,0.35,0.779056120318681,0.770716836498264
mixed_30,mixed,46,46,0.20120275020599365,6710557,0.958651,0.65,0.8587675574261837,0.7285968422971192
mixed_188,mixed,38,38,0.21939170360565186,6640630,0.9486614285714285,0.65,0.8601423526149032,0.6017965141373329
random_153,random,27,27,0.24621546268463135,6566378,0.938054,0.35,0.7802183787065101,0.6416924713441845
random_241,random,39,39,0.24595093727111816,6622504,0.946072,0.35,0.8643248433103896,0.7286009598685792
random_88,random,32,32,0.23889708518981934,6715450,0.95935,0.35,0.8594806249074307,0.6637794228006384
random_50,random,28,28,0.22317218780517578,6579664,0.939952,0.35,0.7884117168625835,0.785500546884905
random_66,random,22,22,0.23417365550994873,6583217,0.9404595714285714,0.35,0.8997103497482823,0.697397637540834
sequential_188,sequential,30,30,0.2383425235748291,6582456,0.9403508571428572,0.85,0.882711995089803,0.6868976732688852
mixed_78,mixed,43,43,0.24743127822875977,6637181,0.9481687142857143,0.65,0.8869877444240095,0.7904158164671239
random_152,random,40,40,0.18984925746917725,6571845,0.938835,0.35,0.8132399396109027,0.7821793402982785
locality_101,locality,51,51,0.19859027862548828,6704123,0.9577318571428571,0.75,0.8709662064213531,0.6921100521138345
mixed_109,mixed,35,35,0.23786699771881104,6684905,0.9549864285714286,0.65,0.7320626344599344,0.7156983699562683
locality_19,locality,54,54,0.22091639041900635,6705037,0.9578624285714286,0.75,0.8179900636126881,0.799547779387056
mixed_197,mixed,35,35,0.19482338428497314,6622470,0.9460671428571429,0.65,0.8974295590434761,0.7276304999302818
locality_162,locality,51,51,0.19790947437286377,6689447,0.9556352857142857,0.75,0.7552266151922569,0.7489407773098529
random_223,random,29,29,0.2357027530670166,6702913,0.957559,0.35,0.7554372709853698,0.7265048956010868
locality_134,locality,64,64,0.19164657592773438,6639374,0.948482,0.75,0.744900257276431,0.7067580646665608
sequential_147,sequential,36,36,0.22923624515533447,6574277,0.9391824285714285,0.85,0.7305571285493498,0.7009864692173189
locality_153,locality,45,45,0.21624159812927246,6555223,0.9364604285714285,0.75,0.8810957839109224,0.6464375652801666
sequential_122,sequential,56,56,0.24422717094421387,6608148,0.9440211428571429,0.85,0.7805383236024168,0.7938667284038752
sequential_35,sequential,50,50,0.23808515071868896,6673914,0.9534162857142857,0.85,0.8613761657100958,0.6125064932227469
random_42,random,37,37,0.1902751922607422,6581449,0.940207,0.35,0.8943445256708201,0.6757587797654125
mixed_110,mixed,33,33,0.22801291942596436,6643630,0.94909,0.65,0.8497039837951467,0.6265607881999082
random_145,random,27,27,0.207131028175354,6544422,0.9349174285714286,0.35,0.8240509900201076,0.7157864047616164
sequential_198,sequential,36,36,0.22242510318756104,6656737,0.9509624285714285,0.85,0.8432242603573102,0.6824390812710568
sequential_37,sequential,49,49,0.22310614585876465,6711964,0.958852,0.85,0.8047532334647121,0.6640630331729709
sequential_111,sequential,52,52,0.19215786457061768,6672772,0.9532531428571429,0.85,0.726085201474035,0.6238900859702657
sequential_82,sequential,30,30,0.24596679210662842,6694549,0.9563641428571429,0.85,0.7126927172582748,0.7861918310338482
sequential_181,sequential,51,51,0.19954657554626465,6584734,0.9406762857142857,0.85,0.84212940605461,0.7518416214152951
locality_26,locality,42,42,0.2267749309539795,6612315,0.9446164285714286,0.75,0.7714243368302324,0.7191822393635182
random_31,random,28,28,0.20090210437774658,6544724,0.9349605714285715,0.35,0.8863142693547653,0.7499051269348824
mixed_175,mixed,26,26,0.21898651123046875,6519079,0.931297,0.65,0.7221120695305143,0.7478835240490483
sequential_47,sequential,40,40,0.24180173873901367,6554393,0.9363418571428571,0.85,0.7299157033839377,0.6273277497934729
random_198,random,21,21,0.19982504844665527,6649767,0.9499667142857143,0.35,0.706929193997824,0.6721024327496707
sequential_103,sequential,57,57,0.2456977367401123,6692563,0.9560804285714286,0.85,0.8492063459649146,0.7550941213290545
sequential_195,sequential,53,53,0.24159467220306396,6680396,0.9543422857142857,0.85,0.8922954620697322,0.6827445083732001
locality_138,locality,54,54,0.2151813507080078,6610510,0.9443585714285714,0.75,0.8922224177970656,0.6023159149649719
locality_87,locality,44,44,0.2188199758529663,6641491,0.9487844285714285,0.75,0.7152362437730612,0.6430480927808278
sequential_176,sequential,59,59,0.22704684734344482,6589761,0.9413944285714285,0.85,0.8284391687606798,0.6388725375154273
sequential_191,sequential,49,49,0.21685993671417236,6733007,0.9618581428571429,0.85,0.8350162677827119,0.735283065296459
random_132,random,31,31,0.21069598197937012,6507461,0.9296372857142857,0.35,0.7020457821655849,0.7128477595644831
locality_210,locality,65,65,0.22243130207061768,6604495,0.9434992857142858,0.75,0.8454354475583427,0.6272047324937817
locality_166,locality,43,43,0.21598100662231445,6639418,0.9484882857142857,0.75,0.7464655026745423,0.6799056680933585
random_220,random,28,28,0.21137595176696777,6650315,0.950045,0.35,0.7332862282589987,0.7182980700711759
locality_122,locality,50,50,0.24722230434417725,6614571,0.9449387142857143,0.75,0.8708295572994582,0.6912240427096188
locality_230,locality,47,47,0.21081924438476562,6570246,0.9386065714285714,0.75,0.869811406911333,0.6795699405026219
sequential_248,sequential,34,34,0.20631670951843262,6698619,0.9569455714285714,0.85,0.7762747793606304,0.615945752906148
random_43,random,32,32,0.21148383617401123,6617010,0.9452871428571429,0.35,0.709522346060812,0.6544795365020897
locality_156,locality,63,63,0.19549012184143066,6727528,0.9610754285714286,0.75,0.7400780860929974,0.6294627862555262
random_4,random,31,31,0.243973970413208,6681432,0.9544902857142857,0.35,0.7643574035406324,0.6851816845115722
locality_13,locality,44,44,0.22645926475524902,6558990,0.9369985714285715,0.75,0.8735066224799827,0.6896550186439772
locality_174,locality,59,59,0.22980034351348877,6575068,0.9392954285714286,0.75,0.8172528659483441,0.6108766087396412
random_173,random,35,35,0.19186687469482422,6621600,0.9459428571428572,0.35,0.8919867201793088,0.6082123014035322
sequential_171,sequential,40,40,0.23238956928253174,6669203,0.9527432857142857,0.85,0.8288883324721465,0.6371216627628813
random_163,random,35,35,0.18938100337982178,6587342,0.9410488571428571,0.35,0.8952827872146029,0.7832306838655436
locality_73,locality,59,59,0.23543059825897217,6595720,0.9422457142857142,0.75,0.7148782583780319,0.6361666546787507
sequential_241,sequential,42,42,0.20708811283111572,6698775,0.9569678571428571,0.85,0.8511748779003434,0.7877620190604788
locality_152,locality,57,57,0.23539113998413086,6698667,0.9569524285714286,0.75,0.817990720133854,0.7469243500280897
sequential_172,sequential,31,31,0.21816086769104004,6513607,0.9305152857142858,0.85,0.7228348887158498,0.7639701644530894
mixed_200,mixed,44,44,0.24831151962280273,6559200,0.9370285714285714,0.65,0.746278269627721,0.6384802980995175
random_70,random,23,23,0.20004451274871826,6680349,0.9543355714285714,0.35,0.7895727464038957,0.762470438739432
mixed_126,mixed,27,27,0.202933669090271,6637851,0.9482644285714286,0.65,0.8009120215319792,0.6228852883079684
sequential_175,sequential,32,32,0.2040334939956665,6508560,0.9297942857142857,0.85,0.7061048595402231,0.7201871471890953
locality_1,locality,43,43,0.24179518222808838,6630343,0.9471918571428571,0.75,0.7835864590722658,0.7291883232268005
random_184,random,38,38,0.23332250118255615,6693687,0.956241,0.35,0.7941680312161933,0.633770863355141
mixed_4,mixed,26,26,0.24322938919067383,6541687,0.9345267142857143,0.65,0.8737736037353374,0.6940264278450262
mixed_6,mixed,34,34,0.1939767599105835,6607598,0.9439425714285714,0.65,0.8629051081444884,0.6226936880654174
sequential_12,sequential,53,53,0.20835626125335693,6732427,0.9617752857142857,0.85,0.8508911696120849,0.7518143822532641
mixed_171,mixed,42,42,0.203652024269104,6644995,0.949285,0.65,0.8715482617092719,0.7865184959705224
locality_160,locality,59,59,0.23696208000183105,6603100,0.9433,0.75,0.7860463846909341,0.6362082631643085
locality_135,locality,38,38,0.20289719104766846,6546152,0.9351645714285715,0.75,0.8581986397088082,0.7438341153921707
sequential_78,sequential,52,52,0.23005378246307373,6604901,0.9435572857142858,0.85,0.8138616179604777,0.6050138795260838
random_2,random,31,31,0.210906982421875,6567422,0.9382031428571429,0.35,0.7745278632202982,0.6571192495123714
mixed_151,mixed,30,30,0.22620940208435059,6615397,0.9450567142857142,0.65,0.7190818081544915,0.6189792381990918
sequential_215,sequential,30,30,0.20982182025909424,6618701,0.9455287142857143,0.85,0.8566706209045151,0.7166766160610532
locality_76,locality,36,36,0.23812294006347656,6588433,0.9412047142857143,0.75,0.8462213192294186,0.603180690351389
mixed_10,mixed,47,47,0.21004033088684082,6576560,0.9395085714285715,0.65,0.8129064522364926,0.6119072772818919
random_213,random,37,37,0.23999249935150146,6656531,0.950933,0.35,0.8680147804911359,0.7228376023455705
sequential_165,sequential,49,49,0.20802044868469238,6538894,0.9341277142857143,0.85,0.8171821208152,0.6499201815572841
locality_190,locality,48,48,0.23734700679779053,6563338,0.9376197142857143,0.75,0.7663383585956086,0.7563919204084188
sequential_148,sequential,54,54,0.24841594696044922,6720733,0.9601047142857143,0.85,0.7189501201543224,0.6559231450060959
mixed_234,mixed,42,42,0.19263041019439697,6689507,0.9556438571428572,0.65,0.7106237434553814,0.7726259088881532
mixed_41,mixed,37,37,0.19176828861236572,6593915,0.9419878571428572,0.65,0.7995322779047362,0.7051195993189405
random_175,random,36,36,0.2064446210861206,6528145,0.9325921428571429,0.35,0.8403463929980395,0.6934059139710683
mixed_130,mixed,47,47,0.21945476531982422,6571093,0.9387275714285714,0.65,0.8290206436493761,0.608041131674385
random_6,random,30,30,0.2341989278793335,6652057,0.9502938571428572,0.35,0.7342909090946984,0.7313126605397776
sequential_34,sequential,52,52,0.23603570461273193,6693431,0.9562044285714286,0.85,0.7020352643197925,0.6204699977831187
locality_214,locality,69,69,0.20275139808654785,6716884,0.9595548571428572,0.75,0.7380820048519878,0.6992632582445034
mixed_115,mixed,50,50,0.24495983123779297,6641760,0.9488228571428572,0.65,0.8898278635647601,0.782452252235339
sequential_46,sequential,37,37,0.22757112979888916,6555160,0.9364514285714286,0.85,0.7430986162848867,0.7170048491514427
sequential_142,sequential,58,58,0.22269141674041748,6666263,0.9523232857142857,0.85,0.7728539483284341,0.7283459885691748
random_123,random,25,25,0.21636462211608887,6495623,0.9279461428571428,0.35,0.8208700373214661,0.7053306393551605
sequential_14,sequential,52,52,0.2253018617630005,6722248,0.9603211428571429,0.85,0.7146957186249832,0.7102306049709077
locality_14,locality,35,35,0.2150958776473999,6550848,0.9358354285714285,0.75,0.8479345961360064,0.679930550289941
mixed_213,mixed,48,48,0.21967661380767822,6677880,0.9539828571428571,0.65,0.7585633594205101,0.7363188343276369
sequential_152,sequential,38,38,0.2170543670654297,6597633,0.942519,0.85,0.8486735210325816,0.6575719775278831
locality_60,locality,64,64,0.21626043319702148,6718547,0.9597924285714285,0.75,0.8547891509847149,0.6840570545026256
locality_2,locality,44,44,0.24894022941589355,6673614,0.9533734285714286,0.75,0.8573482107745215,0.6152930750396688
sequential_49,sequential,59,59,0.22860372066497803,6736084,0.9622977142857143,0.85,0.7035222890300699,0.789280876121371
sequential_166,sequential,40,40,0.22718322277069092,6705654,0.9579505714285714,0.85,0.8451642678089839,0.7726196897855102
sequential_89,sequential,47,47,0.20097565650939941,6636530,0.9480757142857142,0.85,0.776033628843401,0.7354087528537531
sequential_225,sequential,39,39,0.23087799549102783,6582673,0.9403818571428572,0.85,0.8141465693131957,0.6276364808766901
mixed_100,mixed,35,35,0.19249939918518066,6703248,0.9576068571428571,0.65,0.7366601169984243,0.7956697231833705
sequential_62,sequential,56,56,0.20007717609405518,6662805,0.9518292857142857,0.85,0.8585229661810048,0.6017815393807457
sequential_67,sequential,54,54,0.22529268264770508,6749088,0.9641554285714286,0.85,0.7108554828831766,0.6627435135148979
mixed_51,mixed,31,31,0.22705566883087158,6570000,0.9385714285714286,0.65,0.8064929365519751,0.6700797919234205
mixed_91,mixed,46,46,0.20157551765441895,6705689,0.9579555714285715,0.65,0.886964485325596,0.6193421650330349
locality_243,locality,50,50,0.2454981803894043,6674788,0.9535411428571429,0.75,0.8586803335508147,0.7076758894147621
mixed_32,mixed,31,31,0.22370874881744385,6651279,0.9501827142857143,0.65,0.8794118230508231,0.7539631029995408
mixed_77,mixed,40,40,0.20992982387542725,6661329,0.9516184285714285,0.65,0.8390774153133433,0.6839977196742987
random_137,random,39,39,0.194915771484375,6649832,0.949976,0.35,0.7520996559573078,0.6011333830256216
random_204,random,34,34,0.21861708164215088,6612984,0.944712,0.35,0.7309809203068081,0.7228113615213033
sequential_169,sequential,37,37,0.246970534324646,6722202,0.9603145714285715,0.85,0.764718408069315,0.6371601983710746
random_222,random,26,26,0.20792782306671143,6563525,0.9376464285714285,0.35,0.7457455282497041,0.7994348623052161
sequential_121,sequential,49,49,0.19987225532531738,6605807,0.9436867142857143,0.85,0.8584597634740099,0.7061691843067027
random_143,random,34,34,0.2259119749069214,6652206,0.9503151428571428,0.35,0.7516534439564871,0.7652800461643313
random_154,random,29,29,0.23766660690307617,6543599,0.9347998571428572,0.35,0.8048935774463153,0.7822582846159584
sequential_183,sequential,54,54,0.23244261741638184,6591454,0.9416362857142857,0.85,0.702023492290575,0.7955360265105531
mixed_214,mixed,40,40,0.20963335037231445,6544101,0.9348715714285715,0.65,0.8898500167357951,0.7799301468615596
mixed_211,mixed,38,38,0.24332523345947266,6660943,0.9515632857142857,0.65,0.834687961398908,0.7901963556756291
random_52,random,30,30,0.22072315216064453,6670898,0.9529854285714285,0.35,0.7461487254918332,0.6904787837303339
random_41,random,39,39,0.22267615795135498,6681155,0.9544507142857143,0.35,0.7730303223370497,0.7989358688006892
mixed_95,mixed,43,43,0.2121286392211914,6605475,0.9436392857142857,0.65,0.8713425234921455,0.7360609210230207
locality_212,locality,59,59,0.21077120304107666,6631793,0.947399,0.75,0.85665188268008,0.7353830985385136
sequential_185,sequential,51,51,0.21351075172424316,6688667,0.9555238571428571,0.85,0.8739215968924257,0.7977549330355403
mixed_16,mixed,25,25,0.24038028717041016,6600497,0.9429281428571429,0.65,0.8313254642296568,0.6381683438688642
sequential_218,sequential,60,60,0.18944263458251953,6751854,0.9645505714285715,0.85,0.7133505858262267,0.6344198091476934
sequential_207,sequential,30,30,0.19122779369354248,6550853,0.9358361428571429,0.85,0.7944455777014532,0.6317624486309603
mixed_232,mixed,33,33,0.19621682167053223,6659037,0.951291,0.65,0.7286499505535391,0.6192998960768575
locality_183,locality,42,42,0.24252116680145264,6654440,0.9506342857142858,0.75,0.7611498873867286,0.69854122540165
mixed_92,mixed,30,30,0.2049769163131714,6675772,0.9536817142857142,0.65,0.7797426899737884,0.7001548262550599
random_195,random,21,21,0.24811828136444092,6581154,0.9401648571428571,0.35,0.7130700616556224,0.6565963326976022
random_100,random,28,28,0.1904672384262085,6533325,0.9333321428571428,0.35,0.7832634069781762,0.6467201071752565
mixed_117,mixed,45,45,0.19555509090423584,6639501,0.9485001428571429,0.65,0.8227527310011882,0.763046835480354
locality_92,locality,57,57,0.23311078548431396,6563483,0.9376404285714286,0.75,0.8391494056473583,0.7756734363987504
locality_80,locality,58,58,0.21580934524536133,6748441,0.964063,0.75,0.7007799161550851,0.6877916948221081
mixed_124,mixed,46,46,0.2050091028213501,6728443,0.9612061428571429,0.65,0.7365475602362382,0.6662435999506099
random_135,random,36,36,0.19112837314605713,6679342,0.9541917142857143,0.35,0.8215489547152474,0.6518614086394179
sequential_65,sequential,42,42,0.2104048728942871,6721177,0.9601681428571428,0.85,0.7444494635864174,0.6610617021151495
sequential_86,sequential,32,32,0.19621944427490234,6506304,0.929472,0.85,0.7180890084890075,0.6972692218226972
sequential_200,sequential,56,56,0.2463986873626709,6608754,0.9441077142857143,0.85,0.8239572779028418,0.72395143480202
locality_128,locality,59,59,0.19352436065673828,6750653,0.964379,0.75,0.7620960042851465,0.6311126227624327
mixed_135,mixed,50,50,0.2013934850692749,6607760,0.9439657142857143,0.65,0.880972492836188,0.7402737121869845
random_56,random,35,35,0.1983332633972168,6624426,0.9463465714285715,0.35,0.8061594182891088,0.6365103425973673
random_239,random,20,20,0.22861993312835693,6507553,0.9296504285714285,0.35,0.7012278612140856,0.752883854092769
locality_168,locality,70,70,0.23237645626068115,6750554,0.9643648571428571,0.75,0.7027493437034721,0.6919584610266261
random_59,random,39,39,0.2307121753692627,6719703,0.9599575714285714,0.35,0.7656954786491666,0.694675490855359
mixed_190,mixed,28,28,0.22392451763153076,6590110,0.9414442857142857,0.65,0.8928713963630115,0.7713368971383467
sequential_162,sequential,32,32,0.21847736835479736,6643033,0.9490047142857143,0.85,0.788394785704859,0.6566869411698838
random_236,random,27,27,0.2192997932434082,6541028,0.9344325714285714,0.35,0.7989532839712217,0.6526938391382682
random_85,random,36,36,0.24482464790344238,6699445,0.9570635714285715,0.35,0.8354412098058317,0.7908748894886335
locality_96,locality,55,55,0.21071219444274902,6717926,0.9597037142857143,0.75,0.8079174711343097,0.6554767225664246
random_80,random,32,32,0.248834490776062,6565729,0.9379612857142857,0.35,0.826130141875503,0.6240508275958812
mixed_116,mixed,32,32,0.20683228969573975,6666215,0.9523164285714286,0.65,0.7449832409896054,0.7704909871118835
locality_104,locality,50,50,0.2467254400253296,6742911,0.963273,0.75,0.8793986392413781,0.7457878322831413
sequential_30,sequential,45,45,0.2158963680267334,6710781,0.958683,0.85,0.7032095394118717,0.7202196944179775
sequential_228,sequential,32,32,0.2226722240447998,6635269,0.9478955714285714,0.85,0.7944358674052889,0.7823794853600285
random_27,random,26,26,0.19640731811523438,6538676,0.9340965714285714,0.35,0.8827205309730981,0.7209527219290671
mixed_225,mixed,29,29,0.22114884853363037,6609631,0.944233,0.65,0.8592410606296692,0.6889220417501475
random_151,random,38,38,0.24406707286834717,6588702,0.9412431428571428,0.35,0.8291147814946283,0.6097374235158987
sequential_0,sequential,54,54,0.2203364372253418,6680333,0.9543332857142857,0.85,0.8248892741506633,0.7981001218881922
sequential_158,sequential,55,55,0.19786489009857178,6711000,0.9587142857142857,0.85,0.8863136138532629,0.7591284463432137
sequential_22,sequential,43,43,0.21002686023712158,6714745,0.9592492857142857,0.85,0.753536480769561,0.6112227759886626
mixed_106,mixed,45,45,0.208978533744812,6701746,0.9573922857142857,0.65,0.7878549336931544,0.6147019076657148
locality_79,locality,52,52,0.21357190608978271,6739867,0.9628381428571429,0.75,0.7062143533270646,0.6433877632818089
random_73,random,32,32,0.2150360345840454,6688984,0.9555691428571429,0.35,0.8860806560826715,0.7304638699224099
sequential_179,sequential,43,43,0.20551788806915283,6579647,0.9399495714285714,0.85,0.7675540637638327,0.7047854773518801
locality_6,locality,41,41,0.21916818618774414,6698786,0.9569694285714285,0.75,0.8303151902774687,0.7808259561132385
random_129,random,22,22,0.19135558605194092,6631659,0.9473798571428571,0.35,0.8706708414096236,0.6773044572816386
locality_42,locality,58,58,0.23676323890686035,6713844,0.9591205714285714,0.75,0.7237069978181172,0.6134045930748325
sequential_50,sequential,39,39,0.24233686923980713,6617446,0.9453494285714286,0.85,0.7408750686916336,0.6394240683253924
locality_86,locality,60,60,0.23990464210510254,6629642,0.9470917142857143,0.75,0.813591102770067,0.74228460481166
mixed_121,mixed,43,43,0.20572888851165771,6738470,0.9626385714285715,0.65,0.7796635378436914,0.7855055290601725
random_199,random,24,24,0.21354401111602783,6604681,0.9435258571428572,0.35,0.8786459626776966,0.7874728177276911
mixed_173,mixed,44,44,0.2430492639541626,6640645,0.9486635714285714,0.65,0.7406921722544078,0.7253454653088971
random_136,random,32,32,0.23006188869476318,6590111,0.9414444285714286,0.35,0.7210363016809515,0.6252790146756652
mixed_196,mixed,38,38,0.20075976848602295,6676508,0.9537868571428572,0.65,0.724786877537681,0.7574322982606054
sequential_99,sequential,37,37,0.20542418956756592,6616770,0.9452528571428571,0.85,0.7233226760242483,0.7531089562254856
locality_163,locality,37,37,0.20651960372924805,6615790,0.9451128571428571,0.75,0.8659218893436555,0.6370522805691187
locality_50,locality,69,69,0.2065720558166504,6658986,0.9512837142857142,0.75,0.7692503737173956,0.7652990049129744
random_205,random,24,24,0.242506742477417,6656092,0.9508702857142857,0.35,0.8112539989893439,0.7036024912860933
mixed_168,mixed,40,40,0.21083879470825195,6616923,0.9452747142857143,0.65,0.749617541726812,0.6444670668750617
random_202,random,20,20,0.24250566959381104,6563058,0.9375797142857143,0.35,0.7995366480977076,0.7656175509051097
mixed_129,mixed,36,36,0.2324368953704834,6641984,0.9488548571428571,0.65,0.8505851872085144,0.6083183797920031
locality_185,locality,44,44,0.2426161766052246,6672917,0.9532738571428572,0.75,0.7083823827794644,0.6252161164403627
mixed_158,mixed,26,26,0.22976481914520264,6632118,0.9474454285714285,0.65,0.7596711088635507,0.7010348530700153
sequential_108,sequential,52,52,0.22807109355926514,6670412,0.952916,0.85,0.7269661989450061,0.7511938128496729
mixed_159,mixed,38,38,0.24378609657287598,6559170,0.9370242857142858,0.65,0.7812595259344455,0.739879016474237
random_78,random,29,29,0.22444212436676025,6513061,0.9304372857142857,0.35,0.8518463510939452,0.60739918050702
random_167,random,30,30,0.2078031301498413,6631755,0.9473935714285714,0.35,0.8001466926604405,0.6147823930048109
mixed_71,mixed,29,29,0.2429274320602417,6665864,0.9522662857142857,0.65,0.7693707151100624,0.7010950166795262
mixed_167,mixed,30,30,0.24880731105804443,6608592,0.9440845714285714,0.65,0.736283416453442,0.6522010885760462
sequential_81,sequential,59,59,0.24074339866638184,6718210,0.9597442857142857,0.85,0.800352443795598,0.6674989938236195
sequential_42,sequential,33,33,0.18966937065124512,6592793,0.9418275714285714,0.85,0.7237882587183516,0.7102859147085828
random_83,random,28,28,0.21398961544036865,6680044,0.954292,0.35,0.83390833809994,0.7020798222716214
random_102,random,26,26,0.22197437286376953,6613235,0.9447478571428571,0.35,0.7432171164442499,0.6995331692473868
random_75,random,22,22,0.2028270959854126,6572658,0.9389511428571429,0.35,0.7356133472351486,0.7624026687936079
sequential_94,sequential,55,55,0.19384479522705078,6708670,0.9583814285714286,0.85,0.8535885387788396,0.6876681310110391
locality_85,locality,40,40,0.190879225730896,6555299,0.9364712857142857,0.75,0.7327682426232924,0.7726610801379651
sequential_212,sequential,51,51,0.1960698366165161,6677937,0.953991,0.85,0.7763748324715083,0.6048497953259515
locality_126,locality,53,53,0.23650908470153809,6621654,0.9459505714285714,0.75,0.7452373700268214,0.7266918783382197
random_47,random,40,40,0.23219060897827148,6560953,0.937279,0.35,0.8460197821803399,0.605515582565302
sequential_13,sequential,40,40,0.194588303565979,6656721,0.9509601428571428,0.85,0.7423847476284205,0.7766535928383291
locality_139,locality,49,49,0.2256067991256714,6733634,0.9619477142857142,0.75,0.8035506707975044,0.7654975127070442
random_49,random,27,27,0.21081805229187012,6519776,0.9313965714285715,0.35,0.7951984511659574,0.7712194354621964
mixed_246,mixed,32,32,0.1970118284225464,6616039,0.9451484285714286,0.65,0.7786163727547563,0.6218068167211801
mixed_142,mixed,45,45,0.2017132043838501,6572869,0.9389812857142857,0.65,0.8687383122287846,0.7484654451013517
random_19,random,38,38,0.2317512035369873,6517429,0.9310612857142857,0.35,0.867994366618356,0.7872599844968052
mixed_166,mixed,27,27,0.23631799221038818,6689527,0.9556467142857142,0.65,0.8702674243538424,0.6225041318700293
locality_216,locality,42,42,0.20488548278808594,6709507,0.958501,0.75,0.8264872026990925,0.7496259630025481
sequential_3,sequential,38,38,0.21919751167297363,6583447,0.9404924285714286,0.85,0.8988269414405711,0.7160961898354751
locality_38,locality,70,70,0.21680796146392822,6696556,0.9566508571428571,0.75,0.7649846395715711,0.69302514139579
random_169,random,23,23,0.20836734771728516,6640689,0.9486698571428571,0.35,0.8486067553035446,0.7564526873080719
random_71,random,28,28,0.1927189826965332,6576059,0.939437,0.35,0.8148833974221832,0.7237815752366897
sequential_146,sequential,52,52,0.19690775871276855,6606374,0.9437677142857143,0.85,0.8169998189010282,0.7424298670926459
random_116,random,21,21,0.23665308952331543,6527795,0.9325421428571429,0.35,0.7761492538871194,0.6016007253328632
random_107,random,34,34,0.2128140926361084,6540195,0.9343135714285714,0.35,0.734704207693047,0.6490714053490887
sequential_20,sequential,42,42,0.19324445724487305,6565607,0.9379438571428571,0.85,0.8293891539190617,0.6680348016819199
random_140,random,32,32,0.22980666160583496,6521004,0.931572,0.35,0.8511331573169583,0.6393367840680022
mixed_145,mixed,47,47,0.2334449291229248,6657880,0.9511257142857142,0.65,0.7576556608628717,0.6099023451334702
